images id,defect_flag
img_2527.jpg,0
img_2528.jpg,0
img_2529.jpg,0
img_253.jpg,0
img_2530.jpg,0
img_2531.jpg,0
img_2532.jpg,0
img_2533.jpg,0
img_2534.jpg,0
img_2535.jpg,0
img_2536.jpg,0
img_2537.jpg,0
img_2538.jpg,1
img_2539.jpg,1
img_254.jpg,0
img_2540.jpg,0
img_2541.jpg,0
img_2542.jpg,0
img_2543.jpg,0
img_2544.jpg,0
img_2545.jpg,0
img_2546.jpg,0
img_2547.jpg,0
img_2548.jpg,1
img_2549.jpg,0
img_255.jpg,0
img_2550.jpg,0
img_2551.jpg,0
img_2552.jpg,0
img_2553.jpg,0
img_2554.jpg,0
img_2555.jpg,0
img_2556.jpg,1
img_2557.jpg,1
img_2558.jpg,0
img_2559.jpg,0
img_256.jpg,0
img_2560.jpg,0
img_2561.jpg,0
img_2562.jpg,0
img_2563.jpg,0
img_2564.jpg,0
img_2565.jpg,0
img_2566.jpg,0
img_2567.jpg,0
img_2568.jpg,0
img_2569.jpg,0
img_257.jpg,1
img_2570.jpg,0
img_2571.jpg,0
img_2572.jpg,0
img_2573.jpg,0
img_2574.jpg,0
img_2575.jpg,1
img_2576.jpg,0
img_2577.jpg,0
img_2578.jpg,0
img_2579.jpg,0
img_258.jpg,0
img_2580.jpg,0
img_2581.jpg,0
img_2582.jpg,0
img_2583.jpg,0
img_2584.jpg,0
img_2585.jpg,0
img_2586.jpg,0
img_2587.jpg,0
img_2588.jpg,1
img_2589.jpg,0
img_259.jpg,0
img_2590.jpg,0
img_2591.jpg,0
img_2592.jpg,0
img_2593.jpg,0
img_2594.jpg,0
img_2595.jpg,0
img_2596.jpg,0
img_2597.jpg,1
img_2598.jpg,0
img_2599.jpg,0
img_26.jpg,1
img_260.jpg,0
img_2600.jpg,0
img_2601.jpg,0
img_2602.jpg,0
img_2603.jpg,0
img_2604.jpg,0
img_2605.jpg,0
img_2606.jpg,0
img_2607.jpg,0
img_2608.jpg,0
img_2609.jpg,0
img_261.jpg,1
img_2610.jpg,0
img_2611.jpg,1
img_2612.jpg,0
img_2613.jpg,0
img_2614.jpg,0
img_2615.jpg,0
img_2616.jpg,0
img_2617.jpg,0
img_2618.jpg,0
img_2619.jpg,0
img_262.jpg,0
img_2620.jpg,1
img_2621.jpg,0
img_2622.jpg,0
img_2623.jpg,0
img_2624.jpg,1
img_2625.jpg,0
img_2626.jpg,0
img_2627.jpg,0
img_2628.jpg,0
img_2629.jpg,1
img_263.jpg,0
img_2630.jpg,0
img_2631.jpg,0
img_2632.jpg,0
img_2633.jpg,1
img_2634.jpg,0
img_2635.jpg,0
img_2636.jpg,0
img_2637.jpg,0
img_2638.jpg,1
img_2639.jpg,0
img_264.jpg,0
img_2640.jpg,0
img_2641.jpg,0
img_2642.jpg,1
img_2643.jpg,0
img_2644.jpg,0
img_2645.jpg,0
img_2646.jpg,0
img_2647.jpg,0
img_2648.jpg,0
img_2649.jpg,0
img_265.jpg,0
img_2650.jpg,0
img_2651.jpg,1
img_2652.jpg,0
img_2653.jpg,0
img_2654.jpg,0
img_2655.jpg,0
img_2656.jpg,0
img_2657.jpg,0
img_2658.jpg,0
img_2659.jpg,0
img_266.jpg,1
img_2660.jpg,0
img_2661.jpg,0
img_2662.jpg,0
img_2663.jpg,0
img_2664.jpg,0
img_2665.jpg,0
img_2666.jpg,0
img_2667.jpg,0
img_2668.jpg,0
img_2669.jpg,0
img_267.jpg,0
img_2670.jpg,0
img_2671.jpg,0
img_2672.jpg,0
img_2673.jpg,0
img_2674.jpg,1
img_2675.jpg,0
img_2676.jpg,0
img_2677.jpg,0
img_2678.jpg,0
img_2679.jpg,1
img_268.jpg,0
img_2680.jpg,0
img_2681.jpg,0
img_2682.jpg,0
img_2683.jpg,0
img_2684.jpg,0
img_2685.jpg,0
img_2686.jpg,0
img_2687.jpg,0
img_2688.jpg,1
img_2689.jpg,0
img_269.jpg,0
img_2690.jpg,0
img_2691.jpg,0
img_2692.jpg,1
img_2693.jpg,0
img_2694.jpg,0
img_2695.jpg,0
img_2696.jpg,0
img_2697.jpg,1
img_2698.jpg,0
img_2699.jpg,0
img_27.jpg,0
img_270.jpg,0
img_271.jpg,1
img_272.jpg,0
img_273.jpg,0
img_274.jpg,0
img_275.jpg,1
img_276.jpg,0
img_277.jpg,0
img_278.jpg,0
img_279.jpg,0
img_28.jpg,0
img_280.jpg,1
img_281.jpg,0
img_282.jpg,0
img_283.jpg,0
img_284.jpg,1
img_285.jpg,0
img_286.jpg,0
img_287.jpg,0
img_288.jpg,0
img_289.jpg,0
img_29.jpg,0
img_290.jpg,0
img_291.jpg,0
img_292.jpg,0
img_293.jpg,1
img_294.jpg,0
img_295.jpg,0
img_296.jpg,0
img_297.jpg,0
img_298.jpg,0
img_299.jpg,0
img_3.jpg,0
img_30.jpg,0
img_300.jpg,0
img_301.jpg,0
img_302.jpg,1
img_303.jpg,0
img_304.jpg,0
img_305.jpg,0
img_306.jpg,1
img_307.jpg,0
img_308.jpg,0
img_309.jpg,0
img_31.jpg,0
img_310.jpg,0
img_311.jpg,1
img_312.jpg,0
img_313.jpg,0
img_314.jpg,0
img_315.jpg,1
img_316.jpg,0
img_317.jpg,0
img_318.jpg,0
img_319.jpg,0
img_32.jpg,0
img_320.jpg,1
img_321.jpg,0
img_322.jpg,0
img_323.jpg,0
img_324.jpg,0
img_325.jpg,0
img_326.jpg,0
img_327.jpg,0
img_328.jpg,0
img_329.jpg,1
img_33.jpg,1
img_330.jpg,0
img_331.jpg,0
img_332.jpg,0
img_333.jpg,0
img_334.jpg,1
img_335.jpg,0
img_336.jpg,0
img_337.jpg,0
img_338.jpg,1
img_339.jpg,0
img_34.jpg,0
img_340.jpg,0
img_341.jpg,0
img_342.jpg,1
img_343.jpg,0
img_344.jpg,0
img_345.jpg,0
img_346.jpg,0
img_347.jpg,1
img_348.jpg,0
img_349.jpg,0
img_35.jpg,0
img_350.jpg,0
img_351.jpg,0
img_352.jpg,0
img_353.jpg,0
img_354.jpg,0
img_355.jpg,0
img_356.jpg,1
img_357.jpg,0
img_358.jpg,0
img_359.jpg,0
img_36.jpg,0
img_360.jpg,0
img_361.jpg,0
img_362.jpg,0
img_363.jpg,0
img_364.jpg,0
img_365.jpg,1
img_366.jpg,0
img_367.jpg,0
img_368.jpg,0
img_369.jpg,0
img_37.jpg,1
img_370.jpg,1
img_371.jpg,0
img_372.jpg,0
img_373.jpg,0
img_374.jpg,0
img_375.jpg,1
img_376.jpg,0
img_377.jpg,0
img_378.jpg,0
img_379.jpg,0
img_38.jpg,0
img_380.jpg,0
img_381.jpg,0
img_382.jpg,0
img_383.jpg,0
img_384.jpg,1
img_385.jpg,0
img_386.jpg,0
img_387.jpg,0
img_388.jpg,0
img_389.jpg,0
img_39.jpg,0
img_390.jpg,0
img_391.jpg,0
img_392.jpg,0
img_393.jpg,1
img_394.jpg,0
img_395.jpg,0
img_396.jpg,0
img_397.jpg,0
img_398.jpg,0
img_399.jpg,0
img_4.jpg,1
img_40.jpg,0
img_400.jpg,0
img_401.jpg,0
img_402.jpg,1
img_403.jpg,0
img_404.jpg,0
img_405.jpg,0
img_406.jpg,0
img_407.jpg,0
img_408.jpg,0
img_409.jpg,0
img_41.jpg,0
img_410.jpg,0
img_411.jpg,1
img_412.jpg,0
img_413.jpg,0
img_414.jpg,0
img_415.jpg,0
img_416.jpg,0
img_417.jpg,0
img_418.jpg,0
img_419.jpg,0
img_42.jpg,0
img_420.jpg,0
img_421.jpg,0
img_422.jpg,0
img_423.jpg,0
img_424.jpg,0
img_425.jpg,0
img_426.jpg,0
img_427.jpg,1
img_428.jpg,0
img_429.jpg,0
img_43.jpg,0
img_430.jpg,0
img_431.jpg,0
img_432.jpg,1
img_433.jpg,0
img_434.jpg,0
img_435.jpg,0
img_436.jpg,0
img_437.jpg,0
img_438.jpg,1
img_439.jpg,0
img_44.jpg,1
img_440.jpg,0
img_441.jpg,0
img_442.jpg,0
img_443.jpg,0
img_444.jpg,0
img_445.jpg,0
img_446.jpg,0
img_447.jpg,0
img_448.jpg,0
img_449.jpg,0
img_45.jpg,0
img_450.jpg,0
img_451.jpg,0
img_452.jpg,0
img_453.jpg,0
img_454.jpg,1
img_455.jpg,0
img_456.jpg,0
img_457.jpg,0
img_458.jpg,0
img_459.jpg,1
img_46.jpg,0
img_460.jpg,0
img_461.jpg,0
img_462.jpg,0
img_463.jpg,0
img_464.jpg,0
img_465.jpg,1
img_466.jpg,0
img_467.jpg,0
img_468.jpg,0
img_469.jpg,0
img_47.jpg,0
img_470.jpg,1
img_471.jpg,0
img_472.jpg,0
img_473.jpg,0
img_474.jpg,0
img_475.jpg,1
img_476.jpg,0
img_477.jpg,0
img_478.jpg,0
img_479.jpg,0
img_48.jpg,1
img_480.jpg,1
img_481.jpg,1
img_482.jpg,0
img_483.jpg,0
img_484.jpg,0
img_485.jpg,0
img_486.jpg,0
img_487.jpg,0
img_488.jpg,0
img_489.jpg,0
img_49.jpg,0
img_490.jpg,0
img_491.jpg,0
img_492.jpg,1
img_493.jpg,0
img_494.jpg,0
img_495.jpg,0
img_496.jpg,1
img_497.jpg,0
img_498.jpg,0
img_499.jpg,1
img_5.jpg,0
img_50.jpg,0
img_500.jpg,0
img_501.jpg,1
img_502.jpg,1
img_503.jpg,0
img_504.jpg,0
img_505.jpg,0
img_506.jpg,0
img_507.jpg,1
img_508.jpg,0
img_509.jpg,0
img_51.jpg,0
img_510.jpg,0
img_511.jpg,0
img_512.jpg,0
img_513.jpg,1
img_514.jpg,0
img_515.jpg,0
img_516.jpg,0
img_517.jpg,0
img_518.jpg,1
img_519.jpg,0
img_52.jpg,0
img_520.jpg,0
img_521.jpg,0
img_522.jpg,0
img_523.jpg,1
img_524.jpg,0
img_525.jpg,0
img_526.jpg,0
img_527.jpg,0
img_528.jpg,0
img_529.jpg,1
img_53.jpg,0
img_530.jpg,0
img_531.jpg,0
img_532.jpg,0
img_533.jpg,0
img_534.jpg,1
img_535.jpg,0
img_536.jpg,0
img_537.jpg,0
img_538.jpg,0
img_539.jpg,0
img_54.jpg,0
img_540.jpg,1
img_541.jpg,0
img_542.jpg,0
img_543.jpg,0
img_544.jpg,0
img_545.jpg,1
img_546.jpg,0
img_547.jpg,0
img_548.jpg,0
img_549.jpg,0
img_55.jpg,1
img_550.jpg,0
img_551.jpg,1
img_552.jpg,0
img_553.jpg,0
img_554.jpg,0
img_555.jpg,0
img_556.jpg,1
img_557.jpg,0
img_558.jpg,0
img_559.jpg,0
img_56.jpg,0
img_560.jpg,0
img_561.jpg,1
img_562.jpg,0
img_563.jpg,0
img_564.jpg,0
img_565.jpg,0
img_566.jpg,0
img_567.jpg,1
img_568.jpg,0
img_569.jpg,0
img_57.jpg,0
img_570.jpg,0
img_571.jpg,0
img_572.jpg,1
img_573.jpg,0
img_574.jpg,0
img_575.jpg,0
img_576.jpg,0
img_577.jpg,0
img_578.jpg,1
img_579.jpg,0
img_58.jpg,0
img_580.jpg,0
img_581.jpg,0
img_582.jpg,0
img_583.jpg,1
img_584.jpg,0
img_585.jpg,1
img_586.jpg,0
img_587.jpg,0
img_588.jpg,0
img_589.jpg,0
img_59.jpg,1
img_590.jpg,0
img_591.jpg,0
img_592.jpg,1
img_593.jpg,0
img_594.jpg,1
img_595.jpg,0
img_596.jpg,0
img_597.jpg,0
img_598.jpg,0
img_599.jpg,1
img_6.jpg,0
img_60.jpg,0
img_600.jpg,0
img_601.jpg,0
img_602.jpg,0
img_603.jpg,0
img_604.jpg,1
img_605.jpg,1
img_606.jpg,0
img_607.jpg,0
img_608.jpg,0
img_609.jpg,0
img_61.jpg,0
img_610.jpg,1
img_611.jpg,0
img_612.jpg,0
img_613.jpg,0
img_614.jpg,0
img_615.jpg,1
img_616.jpg,0
img_617.jpg,0
img_618.jpg,0
img_619.jpg,0
img_62.jpg,0
img_620.jpg,0
img_621.jpg,1
img_622.jpg,0
img_623.jpg,0
img_624.jpg,0
img_625.jpg,0
img_626.jpg,1
img_627.jpg,0
img_628.jpg,0
img_629.jpg,0
img_63.jpg,0
img_630.jpg,0
img_631.jpg,0
img_632.jpg,0
img_633.jpg,0
img_634.jpg,0
img_635.jpg,0
img_636.jpg,0
img_637.jpg,1
img_638.jpg,0
img_639.jpg,0
img_64.jpg,0
img_640.jpg,0
img_641.jpg,0
img_642.jpg,1
img_643.jpg,0
img_644.jpg,0
img_645.jpg,0
img_646.jpg,0
img_647.jpg,1
img_648.jpg,0
img_649.jpg,0
img_65.jpg,0
img_650.jpg,0
img_651.jpg,0
img_652.jpg,0
img_653.jpg,1
img_654.jpg,0
img_655.jpg,0
img_656.jpg,0
img_657.jpg,0
img_658.jpg,1
img_659.jpg,0
img_66.jpg,0
img_660.jpg,0
img_661.jpg,0
img_662.jpg,0
img_663.jpg,0
img_664.jpg,1
img_665.jpg,0
img_666.jpg,0
img_667.jpg,0
img_668.jpg,0
img_669.jpg,1
img_67.jpg,0
img_670.jpg,0
img_671.jpg,0
img_672.jpg,0
img_673.jpg,0
img_674.jpg,1
img_675.jpg,0
img_676.jpg,0
img_677.jpg,0
img_678.jpg,0
img_679.jpg,0
img_68.jpg,0
img_680.jpg,1
img_681.jpg,0
img_682.jpg,0
img_683.jpg,0
img_684.jpg,0
img_685.jpg,0
img_686.jpg,0
img_687.jpg,0
img_688.jpg,0
img_689.jpg,0
img_69.jpg,0
img_690.jpg,1
img_691.jpg,0
img_692.jpg,0
img_693.jpg,0
img_694.jpg,0
img_695.jpg,0
img_696.jpg,1
img_697.jpg,0
img_698.jpg,0
img_699.jpg,0
img_7.jpg,0
img_70.jpg,0
img_700.jpg,0
img_701.jpg,1
img_702.jpg,0
img_703.jpg,0
img_704.jpg,0
img_705.jpg,0
img_706.jpg,1
img_707.jpg,0
img_708.jpg,0
img_709.jpg,0
img_71.jpg,0
img_710.jpg,0
img_711.jpg,0
img_712.jpg,0
img_713.jpg,0
img_714.jpg,0
img_715.jpg,0
img_716.jpg,0
img_717.jpg,1
img_718.jpg,0
img_719.jpg,0
img_72.jpg,0
img_720.jpg,0
img_721.jpg,0
img_722.jpg,0
img_723.jpg,0
img_724.jpg,0
img_725.jpg,0
img_726.jpg,0
img_727.jpg,0
img_728.jpg,1
img_729.jpg,0
img_73.jpg,0
img_730.jpg,0
img_731.jpg,0
img_732.jpg,0
img_733.jpg,1
img_734.jpg,0
img_735.jpg,0
img_736.jpg,0
img_737.jpg,0
img_738.jpg,0
img_739.jpg,1
img_74.jpg,1
img_740.jpg,0
img_741.jpg,0
img_742.jpg,0
img_743.jpg,0
img_744.jpg,1
img_745.jpg,0
img_746.jpg,0
img_747.jpg,0
img_748.jpg,0
img_749.jpg,0
img_75.jpg,0
img_750.jpg,0
img_751.jpg,0
img_752.jpg,0
img_753.jpg,0
img_754.jpg,0
img_755.jpg,1
img_756.jpg,0
img_757.jpg,0
img_758.jpg,0
img_759.jpg,0
img_76.jpg,0
img_760.jpg,1
img_761.jpg,0
img_762.jpg,0
img_763.jpg,0
img_764.jpg,0
img_765.jpg,0
img_766.jpg,0
img_767.jpg,0
img_768.jpg,0
img_769.jpg,0
img_77.jpg,0
img_770.jpg,0
img_771.jpg,1
img_772.jpg,0
img_773.jpg,0
img_774.jpg,0
img_775.jpg,0
img_776.jpg,1
img_777.jpg,0
img_778.jpg,0
img_779.jpg,0
img_78.jpg,0
img_780.jpg,0
img_781.jpg,0
img_782.jpg,1
img_783.jpg,0
img_784.jpg,0
img_785.jpg,0
img_786.jpg,0
img_787.jpg,1
img_788.jpg,0
img_789.jpg,0
img_79.jpg,0
img_790.jpg,0
img_791.jpg,0
img_792.jpg,1
img_793.jpg,0
img_794.jpg,0
img_795.jpg,0
img_796.jpg,0
img_797.jpg,0
img_798.jpg,1
img_799.jpg,0
img_8.jpg,0
img_80.jpg,0
img_800.jpg,0
img_801.jpg,0
img_802.jpg,0
img_803.jpg,1
img_804.jpg,0
img_805.jpg,0
img_806.jpg,0
img_807.jpg,0
img_808.jpg,1
img_809.jpg,0
img_81.jpg,0
img_810.jpg,0
img_811.jpg,0
img_812.jpg,0
img_813.jpg,0
img_814.jpg,1
img_815.jpg,0
img_816.jpg,0
img_817.jpg,0
img_818.jpg,0
img_819.jpg,0
img_82.jpg,0
img_820.jpg,0
img_821.jpg,0
img_822.jpg,0
img_823.jpg,0
img_824.jpg,0
img_825.jpg,1
img_826.jpg,0
img_827.jpg,0
img_828.jpg,0
img_829.jpg,0
img_83.jpg,1
img_830.jpg,0
img_831.jpg,0
img_832.jpg,0
img_833.jpg,0
img_834.jpg,0
img_835.jpg,0
img_836.jpg,0
img_837.jpg,0
img_838.jpg,0
img_839.jpg,0
img_84.jpg,1
img_840.jpg,0
img_841.jpg,0
img_842.jpg,0
img_843.jpg,0
img_844.jpg,0
img_845.jpg,0
img_846.jpg,1
img_847.jpg,0
img_848.jpg,0
img_849.jpg,0
img_85.jpg,0
img_850.jpg,0
img_851.jpg,0
img_852.jpg,1
img_853.jpg,0
img_854.jpg,0
img_855.jpg,0
img_856.jpg,0
img_857.jpg,1
img_858.jpg,0
img_859.jpg,0
img_86.jpg,0
img_860.jpg,0
img_861.jpg,0
img_862.jpg,1
img_863.jpg,0
img_864.jpg,0
img_865.jpg,0
img_866.jpg,0
img_867.jpg,0
img_868.jpg,0
img_869.jpg,0
img_87.jpg,0
img_870.jpg,0
img_871.jpg,0
img_872.jpg,0
img_873.jpg,1
img_874.jpg,0
img_875.jpg,0
img_876.jpg,0
img_877.jpg,0
img_878.jpg,1
img_879.jpg,0
img_88.jpg,1
img_880.jpg,0
img_881.jpg,0
img_882.jpg,0
img_883.jpg,0
img_884.jpg,0
img_885.jpg,0
img_886.jpg,0
img_887.jpg,0
img_888.jpg,0
img_889.jpg,0
img_89.jpg,0
img_890.jpg,0
img_891.jpg,0
img_892.jpg,0
img_893.jpg,0
img_894.jpg,1
img_895.jpg,0
img_896.jpg,0
img_897.jpg,0
img_898.jpg,0
img_899.jpg,1
img_9.jpg,0
img_90.jpg,0
img_900.jpg,0
img_901.jpg,0
img_902.jpg,0
img_903.jpg,0
img_904.jpg,1
img_905.jpg,0
img_906.jpg,0
img_907.jpg,0
img_908.jpg,0
img_909.jpg,0
img_91.jpg,0
img_910.jpg,1
img_911.jpg,0
img_912.jpg,0
img_913.jpg,0
img_914.jpg,0
img_915.jpg,1
img_916.jpg,0
img_917.jpg,0
img_918.jpg,0
img_919.jpg,0
img_92.jpg,0
img_920.jpg,1
img_921.jpg,0
img_922.jpg,0
img_923.jpg,0
img_924.jpg,0
img_925.jpg,0
img_926.jpg,1
img_927.jpg,0
img_928.jpg,0
img_929.jpg,0
img_93.jpg,1
img_930.jpg,0
img_931.jpg,1
img_932.jpg,0
img_933.jpg,0
img_934.jpg,0
img_935.jpg,0
img_936.jpg,0
img_937.jpg,1
img_938.jpg,0
img_939.jpg,0
img_94.jpg,0
img_940.jpg,0
img_941.jpg,0
img_942.jpg,1
img_943.jpg,0
img_944.jpg,0
img_945.jpg,0
img_946.jpg,0
img_947.jpg,1
img_948.jpg,0
img_949.jpg,0
img_95.jpg,0
img_950.jpg,0
img_951.jpg,0
img_952.jpg,0
img_953.jpg,1
img_954.jpg,0
img_955.jpg,0
img_956.jpg,0
img_957.jpg,0
img_958.jpg,1
img_959.jpg,0
img_96.jpg,0
img_960.jpg,0
img_961.jpg,0
img_962.jpg,0
img_963.jpg,1
img_964.jpg,0
img_965.jpg,0
img_966.jpg,0
img_967.jpg,0
img_968.jpg,0
img_969.jpg,1
img_97.jpg,1
img_970.jpg,0
img_971.jpg,0
img_972.jpg,0
img_973.jpg,0
img_974.jpg,0
img_975.jpg,0
img_976.jpg,0
img_977.jpg,0
img_978.jpg,0
img_979.jpg,1
img_98.jpg,0
img_980.jpg,0
img_981.jpg,0
img_982.jpg,0
img_983.jpg,0
img_984.jpg,0
img_985.jpg,1
img_986.jpg,0
img_987.jpg,0
img_988.jpg,0
img_989.jpg,0
img_99.jpg,0
img_990.jpg,1
img_991.jpg,0
img_992.jpg,0
img_993.jpg,0
img_994.jpg,0
img_995.jpg,0
img_996.jpg,0
img_997.jpg,0
img_998.jpg,0
img_999.jpg,0
